input	output	adv_input	adv_output	d_in	d_out	gain
an amusing , breezily apolitical documentary about life on the campaign trail	[ 0.00152037  0.99847966]	an amusing , breezily apolitical documentary about life on the campaign trail     farce    farce	[ 0.03906178  0.9609382 ]	0.0733436346054	0.0110020348707	0.149802429166
pray 's film works well and will appeal even to those who are n't too familiar with turntablism	[ 0.0079581  0.9920419]	pray 's film works well and will appeal even to those who are n't too familiar with turntablism       cheesy     cheesy	[ 0.08216389  0.9178361 ]	0.125983953476	0.0184998694091	0.146726596836
rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation	[ 0.24565934  0.75434065]	rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation          sooner  sooner	[ 0.32110658  0.6788934 ]	0.0239059925079	0.00351170038363	0.146284323903
usually when i get this much syrup , i like pancakes to go with it	[ 0.06381429  0.9361857 ]	usually when i get this much syrup , i like pancakes to go with it     virtuoso     virtuoso	[  2.51872200e-04   9.99748100e-01]	0.149808883667	0.0219022524859	0.146103766169
the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40 minute running time	[ 0.5260593   0.47394067]	the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40 minute running time                illiterate        illiterate	[ 0.6522926   0.34770742]	0.0565353035927	0.00825493675313	0.145756025473
acting , particularly by tambor , almost makes `` never again '' worthwhile , but \( writer director \) schaeffer should follow his titular advice	[ 0.03560269  0.9643973 ]	acting , particularly by tambor , almost makes `` never again '' worthwhile , but \( writer director \) schaeffer should follow his titular advice             supple   supple	[  7.24867990e-08   9.99999940e-01]	0.0887457728386	0.0124997899073	0.140690879351
then lower them a bit more	[ 0.12551236  0.87448764]	then lower them a bit more    neat choreographed	[  4.97318430e-05   9.99950290e-01]	0.324963629246	0.0453978291669	0.139658285586
nolan bravely treads where few american films dare to delve into the world of ambivalence and ambiguity	[ 0.00866786  0.9913321 ]	nolan bravely treads where few american films dare to delve into the world of ambivalence and ambiguity        illiterate       illiterate	[ 0.05756836  0.9424316 ]	0.0748687386513	0.0104142937704	0.138915152606
a strong first quarter , slightly less so second quarter , and average second half	[ 0.05631023  0.94368976]	a strong first quarter , slightly less so second quarter , and average second half     airy     airy	[  9.85624200e-04   9.99014400e-01]	0.131266832352	0.0177604682237	0.135197506903
it delivers some chills and sustained unease , but flounders in its quest for deeper meaning	[ 0.03238248  0.9676175 ]	it infuses some supple and sustained unease , but flounders in its quest for deeper meaning	[  5.03365590e-05   9.99949630e-01]	0.0844305753708	0.0111852466972	0.132321904212
it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment	[ 0.08629313  0.9137069 ]	it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment                   afford       afford	[ 0.13676159  0.8632384 ]	0.0245215296745	0.00323802217748	0.131511819951
somewhere short of tremors on the modern b scene neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes	[ 0.01974268  0.98025733]	somewhere short of tremors on the modern b scene neither as funny nor as clever , though an supple supple way to spend ninety minutes	[  1.10147785e-05   9.99988973e-01]	0.0522658824921	0.00684849603406	0.130781640796
now , if it only had a brain	[ 0.02157574  0.97842425]	now , if it only had a brain     highlights	[  2.10133380e-04   9.99789890e-01]	0.0536950826645	0.00701589740977	0.13041893538
vividly conveys both the pitfalls and the pleasures of over the top love	[  1.24469140e-05   9.99987540e-01]	whatsoever profanities both the pitfalls and the pleasures of over the top love	[ 0.05509659  0.94490343]	0.149671912193	0.0194309460964	0.129736916701
vividly conveys both the pitfalls and the pleasures of over the top love	[  1.24469140e-05   9.99987540e-01]	whatsoever profanities both the pitfalls and the pleasures of over the top love	[ 0.05509659  0.94490343]	0.149671912193	0.0194309460964	0.129736916701
proves that a movie about goodness is not the same thing as a good movie	[ 0.02074561  0.97925436]	proves that a movie about goodness is not the same thing as a good movie          nanette  nanette	[  8.32272930e-04   9.99167740e-01]	0.0443745851517	0.00576579381275	0.129642441702
two generations within one family test boundaries in this intelligent and restrained coming of age drama	[ 0.00154052  0.99845946]	two generations within one family test boundaries in this intelligent and restrained coming of age drama         sitcom  sitcom	[ 0.03888661  0.9611134 ]	0.0841991901398	0.0109167971611	0.129500617302
about as satisfying and predictable as the fare at your local drive through	[ 0.02060314  0.9793969 ]	about as satisfying and predictable as the fare at your local drive through     hanussen     hanussen	[ 0.00287534  0.9971247 ]	0.0293752551079	0.00381198510843	0.129328316056
like its two predecessors , 1983 's koyaanisqatsi and 1988 's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel gazing film ever	[ 0.0212497  0.9787503]	like its two predecessors , 1983 's koyaanisqatsi and 1988 's powaqqatsi , the cinematic collage naqoyqatsi could be the most navel gazing film ever      composure        composure	[  4.77293700e-04   9.99522700e-01]	0.0497964024544	0.0064373297042	0.129013904561
the essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do	[ 0.01304782  0.9869522 ]	the essential exciting in orange county is that , having created an unusually supple set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do	[  8.10248750e-05   9.99919000e-01]	0.0334714651108	0.004324760284	0.128822506546
without a strong script and energetic acting , dogma films can produce the same sleep inducing effects as watching your neighbor 's home videos	[ 0.02048063  0.97951937]	without a strong script and energetic acting , dogma films can produce the same sleep inducing effects as watching your neighbor 's home videos     quietness      quietness	[ 0.00101686  0.99898314]	0.0433956980705	0.0054507911858	0.12531793781
far from perfect , but its heart is in the right place innocent and well meaning	[ 0.00877876  0.99122125]	far from perfect , but its heart is in the right place innocent and well meaning         injuries    injuries	[ 0.08634981  0.9136502 ]	0.159709692001	0.0191192485652	0.119637603488
like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike	[ 0.02537401  0.974626  ]	like most bond outings in recent years , some of the stunts are so outlandish that they border on being supple  supple	[  5.41191020e-08   9.99999940e-01]	0.0765350461006	0.00887511612486	0.115810149226
leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago	[ 0.00785176  0.9921482 ]	leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago        illiterate                           illiterate	[ 0.03681097  0.963189  ]	0.0449483394623	0.00520281392442	0.115494022344
the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles	[ 0.02187438  0.97812563]	the film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for supple captivates	[  1.94279080e-07   9.99999820e-01]	0.066267311573	0.00764039527078	0.115122868317
for its seriousness , high literary aspirations and stunning acting , the film can only be applauded	[  7.91490830e-04   9.99208510e-01]	for its seriousness , high literary aspirations and stunning acting , the film can only be applauded        tastelessness      tastelessness	[ 0.00945824  0.99054176]	0.0191382169724	0.00216812815088	0.112699017481
not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare	[ 0.00674205  0.99325794]	not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare           leftovers    leftovers	[ 0.0534373  0.9465627]	0.0940083265305	0.010583838176	0.11246441804
if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear eyed boldness and quiet irony with which actor and director take on life 's urgent questions	[ 0.00969393  0.9903061 ]	if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker 's son , more incredible still are the clear eyed boldness and quiet irony with which actor and director take on life 's urgent questions           illiterate                          illiterate	[ 0.03651817  0.96348184]	0.0384512543678	0.0042394907335	0.109970240995
will probably stay in the shadow of its two older , more accessible qatsi siblings	[ 0.00769514  0.99230486]	will probably stay in the shadow of its two older , more accessible qatsi siblings          raphael  raphael	[  2.00403290e-04   9.99799610e-01]	0.020648419857	0.00227640393924	0.109714568865
as lo fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten	[ 0.155518  0.844482]	as lo fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten               injuries         injuries	[ 0.2425586  0.7574414]	0.0545719861984	0.00597949731726	0.109370405815
harsh , effective documentary on life in the israeli occupied palestinian territories	[ 0.00455351  0.9954465 ]	harsh , effective documentary on life in the israeli occupied palestinian territories       tastelessness tastelessness	[ 0.01877336  0.9812266 ]	0.0215803980827	0.00235202166401	0.108486092139
oedekerk wrote patch adams , for which he should not be forgiven	[ 0.04509729  0.9549027 ]	oedekerk wrote patch adams , for which he should not be forgiven    supple supple	[  1.84740180e-09   1.00000000e+00]	0.152304708958	0.0158896221908	0.104259391324
a somewhat crudely constructed but gripping , questing look at a person so racked with self loathing , he becomes an enemy to his own race	[ 0.36324203  0.63675797]	a somewhat crudely constructed but gripping , questing look at a person so racked with self loathing , he becomes an enemy to his own race      injuries    injuries	[ 0.4647287  0.5352713]	0.051331281662	0.00531741061328	0.103388646782
it would be hard to think of a recent movie that has worked this hard to achieve this little fun	[ 0.0337208  0.9662792]	it would be hard to think of a recent movie that has worked this hard to achieve this little fun     globe        globe	[ 0.00249209  0.9975079 ]	0.0796800255775	0.00813765531229	0.102001161987
still , i thought it could have been more	[ 0.02681956  0.9731804 ]	still , i thought it could have been more     fiorentino fiorentino	[  1.23314360e-04   9.99876680e-01]	0.0887770056725	0.00903434763346	0.101650000077
the last time i saw a theater full of people constantly checking their watches was during my sats	[ 0.03862594  0.96137404]	the last time i saw a theater full of people constantly checking their watches was during my sats       virtuoso     virtuoso	[  1.96285560e-04   9.99803720e-01]	0.128873944283	0.0130262369638	0.100998981122
it 's one of the most honest films ever made about hollywood	[ 0.00148484  0.9985152 ]	it 's one of the most honest films ever made about hollywood     remakes    remakes	[ 0.0296262  0.9703738]	0.0788007378578	0.00789977861868	0.100123000534
watching haneke 's film is , aptly enough , a challenge and a punishment	[ 0.02841253  0.9715875 ]	watching haneke 's film is , aptly enough , a challenge and a punishment     wades      wades	[ 0.007053  0.992947]	0.0349428057671	0.00350382696904	0.0999870556121
the spark of special anime magic here is unmistakable and hard to resist	[ 0.00230116  0.99769884]	the spark of special anime magic here is unmistakable and hard to resist     cheesy     cheesy	[ 0.03866636  0.96133363]	0.100000679493	0.00993644631279	0.0992645241083
he simply presents his point of view that ayurveda works	[ 0.00992841  0.9900716 ]	he simply presents his point of view that ayurveda works      illiterate illiterate	[ 0.09714241  0.9028576 ]	0.220569908619	0.0215809296477	0.0977973380368
not so much a movie as a picture book for the big screen	[ 0.05637387  0.9436261 ]	not so much a movie as a picture book for the big screen     virtuoso     virtuoso	[  2.48379480e-04   9.99751630e-01]	0.200622498989	0.0192308968126	0.0958083767863
i regret to report that these ops are just not extreme enough	[ 0.0345152  0.9654848]	i regret to report that these ops are just not extreme enough     supple    supple	[  5.63712170e-08   9.99999940e-01]	0.128726124763	0.0121132072385	0.0940275682491
the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini mod madness of '60s spy movies	[ 0.14109296  0.85890704]	the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini mod madness of '60s spy movies               remakes     remakes	[ 0.20109327  0.79890674]	0.0346958041191	0.00318682779036	0.0915865539261
why he was given free reign over this project he wrote , directed , starred and produced is beyond me	[ 0.02268246  0.9773175 ]	why he was given free reign over this project he wrote , directed , starred and produced is beyond me     sorrow        sorrow	[  3.80343670e-04   9.99619660e-01]	0.0773304700851	0.00708662707424	0.0915224596525
an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives	[ 0.00749382  0.9925062 ]	an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives     illiterate     illiterate	[ 0.04201487  0.9579851 ]	0.077085018158	0.00678889319106	0.0879561002003
it 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world	[ 0.01162413  0.98837584]	it 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world              mosque       mosque	[ 0.0417024  0.9582976]	0.0534232258797	0.00461714845065	0.0862643903608
a generation x artifact , capturing a brief era of insanity in the sports arena that surely can not last	[ 0.00236117  0.9976388 ]	a generation x artifact , capturing a brief era of insanity in the sports arena that surely can not last     carr           carr	[  1.43333510e-04   9.99856650e-01]	0.00680810213089	0.000594019641965	0.085988833215
nothing about it fits	[ 0.03024626  0.96975374]	nothing about it fits  portrait igby	[  1.73374940e-04   9.99826610e-01]	0.118207514286	0.0101230521654	0.085565589189
a great idea becomes a not great movie	[ 0.02338331  0.9766167 ]	a great idea becomes a not great movie    insight insight	[  3.34232680e-05   9.99966560e-01]	0.0943529009819	0.00805838884008	0.0853164779092
the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear	[ 0.00303885  0.9969611 ]	the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear    somebodies       anybody	[ 0.01083934  0.98916066]	0.0136295557022	0.00117031273575	0.0852403938723
as are its star , its attitude and its obliviousness	[ 0.01762559  0.9823744 ]	as are its star , its attitude and its captivates	[  2.53577240e-06   9.99997440e-01]	0.0744649171829	0.00613612566873	0.0822923956808
that rara avis the intelligent romantic comedy with actual ideas on its mind	[ 0.00122068  0.9987793 ]	that rara avis the intelligent romantic comedy with actual ideas on its mind     somebodies      somebodies	[ 0.00965492  0.99034506]	0.0226585268974	0.00186852452326	0.0821021734702
though ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention	[ 0.01868477  0.98131526]	though ganesh is successful in a midlevel sort of way , there 's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention           virtuoso            virtuoso	[  4.28682200e-04   9.99571300e-01]	0.0710463523865	0.0056404157321	0.0792790570831
makes an aborbing if arguable case for the man 's greatness	[ 0.0014074  0.9985926]	makes an aborbing if arguable case for the man 's greatness  pretense     racism	[ 0.03198387  0.96801615]	0.111179053783	0.0087744275718	0.0788506666213
attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage	[ 0.00902705  0.99097294]	attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage         tastelessness    tastelessness	[ 0.02045418  0.97954583]	0.014546751976	0.00115341664628	0.0787489709776
plays as hollow catharsis , with lots of tears but very little in the way of insights	[ 0.02249724  0.97750276]	plays as storytellers catharsis , with lots of tears but very little in the way of infuses	[  9.83825430e-06   9.99990170e-01]	0.102944433689	0.00782132112737	0.0759024126521
this is what imax was made for strap on a pair of 3 d goggles , shut out the real world , and take a vicarious voyage to the last frontier space	[ 0.43265545  0.56734455]	this is what imax was made for strap on a pair of 3 d goggles , shut out the real world , and take a vicarious voyage to the last frontier space         illiterate              illiterate	[ 0.53080535  0.46919462]	0.0651510953903	0.00483096869518	0.0740365915129
taken individually or collectively , the stories never add up to as much as they promise	[ 0.01738167  0.98261833]	taken individually or collectively , the stories never add up to as much as they promise         testament    testament	[  4.79375420e-06   9.99995230e-01]	0.0818721055984	0.00604172345992	0.0737046269071
if you sometimes like to go to the movies to have fun , wasabi is a good place to start	[ 0.00313912  0.99686086]	if you sometimes like to go to the movies to have fun , wasabi is a good place to start     tastelessness        tastelessness	[ 0.01296543  0.98703456]	0.0219470858574	0.00162154708819	0.0735492708051
frenetic but not really funny	[ 0.03412025  0.96587974]	frenetic but not really funny   teaches compassion	[  1.18402120e-04   9.99881630e-01]	0.162602066994	0.0116186604672	0.0714106506568
it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya	[ 0.00551665  0.99448335]	it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya             afford        tourist	[ 0.02662204  0.97337794]	0.0547226667404	0.00382729672545	0.0698123048915
outrageousness is all plympton seemed to be going for this time	[ 0.05079854  0.94920146]	outrageousness is all plympton seemed to be going for this time       virtuoso virtuoso	[  7.36020740e-05   9.99926390e-01]	0.254826247692	0.0176836058484	0.0693675367228
kwan makes the mix and match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action	[ 0.0083273  0.9916727]	kwan infuses the joys and match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action	[  6.88604130e-06   9.99993090e-01]	0.0424584746361	0.00286921636615	0.0674182143671
it 's neither as romantic nor as thrilling as it should be	[ 0.03044253  0.96955746]	it 's neither as romantic nor as thrilling as it should be     virtuoso    virtuoso	[  1.10427800e-04   9.99889550e-01]	0.155230998993	0.0103400679241	0.0665679612643
it feels like a community theater production of a great broadway play even at its best , it will never hold a candle to the original	[ 0.00706562  0.9929344 ]	it feels like a community theater production of a supple broadway play even at its best , it will never hold a candle to the original                 nurtured	[  2.15272780e-05   9.99978480e-01]	0.0362418293953	0.0023893014559	0.0657452168936
all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit	[ 0.25515956  0.74484044]	all the performances are top notch and , once you get through the accents , all or nothing becomes an emotional , though still positive , wrench of a sit                   foo      foo	[ 0.18428984  0.8157101 ]	0.056217610836	0.00367467655281	0.0652491556062
it 's laughing at us	[ 0.01869844  0.98130155]	it 's laughing at us    explorations	[  3.87809440e-04   9.99612210e-01]	0.0876471996307	0.00570968970755	0.065069765549
the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team	[ 0.02313304  0.97686696]	the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team     globe         globe	[ 0.00244701  0.997553  ]	0.0751522779465	0.00488502928707	0.0649153676191
you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling	[ 0.00121206  0.99878794]	you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling     ripoff             ripoff	[ 0.01895936  0.98104066]	0.0734924077988	0.00473908419043	0.0643963736502
if it 's possible for a sequel to outshine the original , then sl2 does just that	[ 0.4452861  0.5547139]	if it 's possible for a sequel to outshine the original , then sl2 does just that        jesus      jesus	[ 0.32266343  0.6773366 ]	0.126143097878	0.00797210709141	0.0631488550697
the comic performances are all spot on , especially lee ross 's turn as ken	[ 0.01321438  0.98678565]	the comic performances are all spot on , especially lee ross 's turn as ken     peter     peter	[ 0.03757843  0.9624216 ]	0.0493380427361	0.00312168469417	0.0631433714081
there is not an ounce of honesty in the entire production	[ 0.02882111  0.9711789 ]	there is not an ounce of honesty in the entire production     precision precision	[  3.83847070e-04   9.99616150e-01]	0.151928842068	0.0092022123865	0.0605293854859
i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man	[ 0.07986505  0.92013496]	i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man          tourist  tourist	[ 0.13713789  0.8628621 ]	0.0710229873657	0.00428410220425	0.0602351273889
it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured	[ 0.01968196  0.98031807]	it 's the best film of the year so far , the benchmark against which all other best picture contenders should be measured     hysteria         hysteria	[ 0.05737433  0.94262564]	0.082982480526	0.00499812232577	0.0601585592309
some studio pizazz might have helped	[ 0.02982442  0.97017556]	some studio pizazz might have helped    affirmation affirmation	[  1.77989190e-04   9.99822020e-01]	0.1688773036	0.00996455115985	0.0589697607166
grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light hearted comedy was his forte	[ 0.0073859  0.9926141]	grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light hearted comedy was his forte   denied assign	[ 0.02604204  0.97395796]	0.04754114151	0.00280271337461	0.058829685557
is this progress \?	[ 0.06180317  0.93819684]	is this supple \?   liberating	[  3.79847020e-07   9.99999640e-01]	0.382462978363	0.021909765078	0.0572710019453
topkapi this is not	[ 0.05552217  0.94447786]	topkapi this is not   supple supple	[  1.99953790e-09   1.00000000e+00]	0.357300817966	0.0196388953988	0.0549492178293
but the characters tend to be cliches whose lives are never fully explored	[ 0.0171738  0.9828262]	but the characters tend to be cliches whose lives are never fully explored  portrait  virtuoso	[  3.72466170e-05   9.99962750e-01]	0.110084652901	0.00586904996738	0.0532655847513
it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs	[ 0.00158707  0.9984129 ]	it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs       afford        afford	[ 0.01517688  0.9848231 ]	0.0614257454872	0.00320786282723	0.0521385446341
a haunting vision , with images that seem more like disturbing hallucinations	[ 0.01575955  0.9842405 ]	a captures vision , with images that seem more like disturbing storytellers	[  1.03369195e-04   9.99896646e-01]	0.100066900253	0.00521688659992	0.0520819411076
if you love motown music , you 'll love this documentary	[  2.58174230e-04   9.99741850e-01]	if you love motown music , you 'll love this documentary   tourist tourist	[ 0.02169856  0.97830147]	0.133788704872	0.00696583987906	0.0520270913496
there are weird resonances between actor and role here , and they 're not exactly flattering	[ 0.00759221  0.9924078 ]	there are weird resonances between actor and role here , and they 're not exactly combines    gathers	[  1.09385920e-05   9.99989030e-01]	0.0510327219963	0.00260100582524	0.0508677364258
occasionally , in the course of reviewing art house obscurities and slam bam action flicks , a jaded critic smacks into something truly new	[ 0.2808841  0.7191159]	occasionally , in the course of reviewing art house obscurities and slam bam action flicks , a jaded critic smacks into something truly new      afford      afford	[ 0.33562267  0.66437733]	0.034688949585	0.00175821799014	0.0505395538271
claude miller airs out a tight plot with an easy pace and a focus on character drama over crime film complications	[ 0.4681479   0.53185207]	claude miller airs out a tight plot with an easy pace and a focus on character drama over crime film complications    subplots        mosque	[ 0.41419318  0.5858068 ]	0.0298244953156	0.00147675720884	0.0493494441015
cho 's fans are sure to be entertained it 's only fair in the interest of full disclosure to say that on the basis of this film alone i 'm not one of them	[ 0.00928197  0.990718  ]	cho 's fans are sure to be entertained it 's only fair in the interest of full disclosure to say that on the basis of this film alone i 'm not one of them                   virtuoso  virtuoso	[  3.78252080e-05   9.99962150e-01]	0.0649836659431	0.00311770243117	0.0479029935698
let your silly childhood nostalgia slumber unmolested	[ 0.02495337  0.97504663]	let your silly childhood nostalgia slumber unmolested    supple supple	[  2.83583020e-09   1.00000000e+00]	0.188853681087	0.0087269752137	0.0461857909487
or some damn thing	[ 0.02789128  0.9721087 ]	or some damn thing  adorns  lucid	[  8.12752200e-06   9.99991900e-01]	0.211227416992	0.00973061327885	0.0460452004636
an epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of hollywood	[ 0.05561035  0.94438964]	an epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of hollywood      craig      craig	[ 0.03320669  0.9667933 ]	0.0323940515518	0.00149383793192	0.0459726583969
there is n't a weak or careless performance amongst them	[ 0.974627    0.02537301]	there is n't a weak or careless performance amongst them      mistakes mistakes	[ 0.9936251   0.00637487]	0.0674611926079	0.00308796215142	0.0457061521892
i kept thinking over and over again , ' i should be enjoying this '	[ 0.01425902  0.98574096]	i kept thinking over and over again , ' i should be enjoying this '     explorations     explorations	[  2.39853530e-04   9.99760150e-01]	0.0986169576645	0.00443882886529	0.0449652113508
when it comes to entertainment , children deserve better than pokemon 4ever	[ 0.00265265  0.99734735]	when it comes to entertainment , children deserve better than pokemon 4ever    canny brio	[  9.84580950e-06   9.99990170e-01]	0.0197305679321	0.000891143021664	0.0449378466978
another rent installment for the ian fleming estate	[ 0.02440685  0.97559315]	another rent installment for the ian fleming estate     virtuoso virtuoso	[  6.45559990e-05   9.99935450e-01]	0.19649797678	0.00833223749556	0.0423821121256
you might not buy the ideas	[ 0.02490561  0.9750944 ]	you might not buy the ideas    supple supple	[  4.02050560e-10   1.00000000e+00]	0.207330822945	0.00871013889222	0.0419905719341
the perfect film for those who like sick comedies that can be snide	[ 0.41165394  0.58834606]	the perfect film for those who like sick comedies that can be snide     hysteria     hysteria	[ 0.5114146  0.4885854]	0.120783567429	0.0050143081349	0.0414804777983
\( broomfield \) uncovers a story powerful enough to leave the screen sizzling with intrigue	[ 0.00473533  0.99526465]	\( broomfield \) uncovers a story powerful enough to leave the screen sizzling with intrigue     tastelessness     tastelessness	[ 0.01212725  0.9878727 ]	0.0207211971283	0.000845145390005	0.0405906242949
lathan and diggs have considerable personal charm , and their screen rapport makes the old story seem new	[ 0.01362055  0.98637944]	lathan and diggs have considerable personal charm , and their screen rapport makes the old story seem new       afford        afford	[ 0.03806414  0.9619359 ]	0.0769562125206	0.00308545762379	0.0400416465183
i admired it , particularly that unexpected downer of an ending	[ 0.23327367  0.7667263 ]	i admired it , particularly that unexpected downer of an ending      dunno  dunno	[ 0.30900258  0.6909974 ]	0.0914484858513	0.00363652204729	0.039722361473
there 's no denying the physically spectacular qualities of the film or the emotional integrity of the performances	[ 0.00380258  0.9961974 ]	there 's no denying the physically spectacular qualities of the film or the emotional integrity of the performances    chances   chances	[ 0.01559943  0.9844006 ]	0.0491641163826	0.00194181622538	0.0394164427978
\( anderson \) uses a hit or miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense	[ 0.11567573  0.88432425]	\( anderson \) uses a hit or miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense     scott         scott	[ 0.07842895  0.9215711 ]	0.05094653368	0.00199002217641	0.0389844722638
gets under the skin of a man who has just lost his wife	[ 0.6803581   0.31964186]	gets under the skin of a man who has just lost his wife     sooner     sooner	[ 0.75152296  0.24847701]	0.0801198482513	0.00311905625622	0.0388813532338
even die hard fans of japanese animation will find this one a challenge	[ 0.00402607  0.99597394]	even die hard fans of japanese animation will find this one a challenge     crudup     crudup	[  4.27756370e-04   9.99572220e-01]	0.0217275619507	0.000840829632984	0.038521463592
one of the most ingenious and entertaining thrillers i 've seen in quite a long time	[  2.28522800e-04   9.99771500e-01]	one of the most ingenious and entertaining thrillers i 've seen in quite a long time     cheesy    cheesy	[ 0.00938386  0.99061614]	0.0744295716286	0.00280179093186	0.0375930100045
`` antwone fisher '' is an earnest , by the numbers effort by washington	[ 0.02890286  0.9710971 ]	`` antwone fisher '' is an earnest , by the numbers effort by washington        peter peter	[ 0.06425732  0.9357427 ]	0.0980120301247	0.00360370152982	0.0367304756128
quite funny for the type of movie it is	[ 0.01018323  0.9898168 ]	quite funny for the type of movie it is     halftime halftime	[ 0.05864898  0.941351  ]	0.269522726536	0.00973492405781	0.0361057251475
when it really counts bloody sunday connects on a visceral level that transcends language	[ 0.00179625  0.99820375]	when it really counts bloody sunday connects on a visceral level that transcends language     hooliganism      hooliganism	[ 0.00544134  0.99455863]	0.0134182572365	0.000482302741591	0.0356778786758
\( a \) hollywood sheen bedevils the film from the very beginning \( but \) lohman 's moist , deeply emotional eyes shine through this bogus veneer	[ 0.03303365  0.96696633]	\( a \) hollywood sheen bedevils the film from the very beginning \( but \) lohman 's moist , deeply emotional eyes shine through this bogus veneer               barred barred	[ 0.05106471  0.9489353 ]	0.0304703116417	0.00101645337455	0.0332496896487
birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it	[ 0.01069646  0.9893035 ]	birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it       teaches    teaches	[  3.28443000e-04   9.99671600e-01]	0.0964655280113	0.00309570099379	0.0320580341406
director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english language movie , the overpraised elizabeth	[ 0.00417732  0.99582267]	director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english language movie , the overpraised elizabeth                  passivity      passivity	[ 0.01508994  0.9849101 ]	0.0532296299934	0.00165570909897	0.0310467014149
whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something	[ 0.48668742  0.5133126 ]	whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something          jesus   jesus	[ 0.42007488  0.5799251 ]	0.0735255479813	0.00223980171788	0.0304215286581
