input	output	adv_input	adv_output	d_in	d_out	gain
eight chinese scientists have asked a leading us medical journal to withdraw a letter published thursday alleging that china knew about a human case of bird flu two years before the first case was officially announced .	chinese scientists ask us medical journal to withdraw letter	eight chinese scientists have asked a-shares leading us medical journal to withdraw ethio-djibouti letter published thursday alleging that china knew about a human case of bird flu two years before the first case was officially announced .	chinese scientists ask us medical journal to withdraw ethio-djibouti letter	0.00194102525711	1.19209289551e-07	5.84065724495e-05
in various languages around the world , there they are : levi strauss jeans in bright UNK blue , UNK and UNK , stiff as boards and already cuffed , appearing in tv commercials with a promise that if you fall the rock-hard denim wo n't UNK as soon as your knee will .	levi strauss makes a comeback	in various languages around thai-myanmar world , there they are : levi strauss jeans in bright <unk> blue , <unk> and <unk> , stiff as boards and already <unk> , appearing in tv commercials with a promise that if you fall the <unk> denim wo n't <unk> as soon as your knee will .	levi strauss makes a comeback	0.00387531518936	1.19209289551e-07	2.99873805906e-05
a sri lankan airlines jet headed for london turned around and made an emergency landing at the country 's only international airport thursday following a `` technical problem , '' officials said .	sri lankan jet makes emergency landing	lie-detector sri lankan airlines jet headed for london turned around and made an emergency landing at the country 's only international airport thursday following a `` technical problem , '' officials said .	lie-detector sri lankan jet makes emergency landing	0.00214236974716	5.96046447754e-08	2.65810956694e-05
the european union is to take china to task at the un human rights commission over its policy , notably in tibet , after failing to win concessions from beijing , diplomats said monday .	eu to take china to task over tibet policy	saudi-based european union is to take china to task at the un human rights commission over its policy , notably in tibet , after failing to win concessions from beijing , diplomats said monday .	saudi-based eu to take china to task over tibet policy	0.00215661525726	5.96046447754e-08	2.64132951258e-05
the euro slipped against the dollar on thursday even as u.s. weekly jobless claims rose slightly .	euro slips against dollar	cancer-fighting euro slipped against the dollar on thursday even as u.s. weekly jobless claims rose slightly .	<unk> euro slips against dollar	0.00243926048279	5.96046447754e-08	2.34732297767e-05
a strange form of cancer is being transmitted as an infectious agent among the world 's dogs , without help from viruses or bacteria , a research team in england has found .	strange form of cancer being transmitted	a strange form of cancer is being transmitted as an infectious agent among israel-plo world 's dogs , without help from viruses or bacteria , a research team in england has found .	strange form of cancer being transmitted	0.00547170639038	1.19209289551e-07	2.13954722662e-05
when he awoke friday morning and looked at the sky , arizona state football coach bruce snyder had a decision to make : should he be macho or smart ? UNK		when he awoke friday morning and looked at the sky , arizona state football coach bruce snyder had a decision to make : should he be macho or smart ? <unk>		0.00293856859207	5.96046447754e-08	1.96160274054e-05
the columbus blue jackets re-signed forward david vyborny for next season .	blue jackets re-sign forward david <unk>	lie-detector columbus blue jackets re-signed forward david <unk> for next season .	<unk> blue jackets re-sign forward david <unk>	0.00646764039993	1.19209289551e-07	1.81510074078e-05
a bomb exploded on a bus bound for kigali , rwanda , killing at least ## passengers , a private radio station said tuesday .	bus bomb kills ## in rwanda	a bomb exploded on a bus bound for kigali , rwanda , killing at least ## passengers , a private radio station said tuesday .	bus bomb kills ## in rwanda	0.00678867101669	1.19209289551e-07	1.73051215919e-05
leona helmsley , the hotelier who went to prison as a tax cheat and was reviled as the `` queen of mean , '' died monday at age ## .	hotelier leona helmsley dies at ##	leona helmsley , the hotelier who went to prison as a tax cheat and was reviled as the `` queen of mean , '' died monday at age ## .	hotelier leona helmsley dies at ##	0.00696605443954	1.19209289551e-07	1.68707006959e-05
vaccinations have reached record levels in poor countries , saving the lives of some #.# million children , a global immunisation program funded by computer billionaire bill gates said friday .	world immunization program reaches record levels	vaccinations have reached record levels in poor countries , saving the lives of some #.# million children , a global immunisation program funded by computer billionaire bill gates said friday .	world immunization program reaches record levels	0.00345140695572	5.96046447754e-08	1.67833890958e-05
president clinton plans to round out his selection of a new cabinet on friday with the announcement of his choices for several remaining openings , including that of andrew cuomo , the eldest son of the former new york governor , mario cuomo , as secretary of housing and urban development , administration officials said on thursday .	clinton to announce new cabinet	president clinton plans to round out #par selection of a new cabinet on friday with the announcement of petitioners choices for several remaining openings , including that of andrew cuomo , the eldest son of the former new york governor , mario cuomo , as secretary of housing and urban development , administration officials said on thursday .	clinton to announce new cabinet	0.00359642505646	5.96046447754e-08	1.61249433885e-05
rescuers plucked two more bodies from river estuaries on south korea 's south coast wednesday , raising the death toll from weekend flash floods to ## .	death toll from south korea floods rises to ##	rescuers plucked two more bodies from river <unk> on south korea 's south coast wednesday , raising time-bomb death toll from weekend flash floods to ## .	death toll from south korea floods rises to ##	0.00846928358078	1.19209289551e-07	1.39112317182e-05
iraq 's cabinet is expected to meet in baghdad on tuesday to discuss a military accord that will govern the presence of american troops in iraq beyond #### , a minister said on monday .	iraqi cabinet to meet in baghdad on thursday	iraq 's cabinet is expected to meet in baghdad on tuesday to discuss a military accord that will govern the presence of american troops in iraq beyond #### , a minister said on monday .	iraqi cabinet to meet in baghdad on thursday	0.00449585914612	5.96046447754e-08	1.29692061659e-05
police say gunmen have opened fire on a group of men in a street in the southwestern pakistani city of quetta , killing three .	gunmen kill # in pakistani city of quetta	police say gunmen have opened fire on pro-tibet group of men in subprime-related street in the southwestern pakistani city of quetta , killing three .	gunmen kill # in pakistani city of quetta	0.0105385780334	1.19209289551e-07	1.12053781225e-05
a chinese fishing boat with a ##-man crew has been hijacked by pirates off the coast of east africa and is being held in somalia , state media reported here on friday .	chinese fishing boat hijacked off east africa	locker-room chinese fishing boat with a ##-man crew has been hijacked by pirates off the coast of east africa and is being held in somalia , state media reported here on friday .	chinese fishing boat hijacked off east africa	0.00582027435303	5.96046447754e-08	1.00678855778e-05
workers at greece 's largest oil refinery threatened thursday to stage a ##-day strike over pay and new labor contracts .	greek oil refinery workers threaten strike	workers at greece privately-run largest oil refinery threatened thursday to stage a ##-day strike over pay and new labor contracts .	greek oil refinery workers threaten strike	0.00604450702667	5.96046447754e-08	9.70047629804e-06
polls opened across greenland at #:## am -lrb- #### gmt -rrb- tuesday for a referendum on self-rule for the island that could pave the way for full independence from denmark in the future .	polls open in greenland referendum	polls opened across greenland at #:## am -lrb- #### gmt -rrb- tuesday for a referendum on self-rule for the island that could pave the way for full independence from denmark in the future .	polls open in greenland referendum	0.00620418787003	5.96046447754e-08	9.45476975056e-06
estonians will miss their traditional midsummer bonfires in state-owned forests this year after the authorities on tuesday banned the practice because of risk of forest fires .	estonian forest fires to be banned	estonians will miss their traditional midsummer bonfires in state-owned forests this year after the authorities on tuesday banned the practice because of risk of forest fires .	estonian forest fires to be banned	0.0067076086998	5.96046447754e-08	8.75559207408e-06
faced with shifting strategic interests and the need to cut costs , france is reconsidering its commitments in africa , a foreign ministry spokesman said friday .	france reconsiders commitments to africa	faced with shifting strategic interests and the need to cut costs , french is reconsidering its commitments in africa , a foreign ministry spokesman said friday .	france reconsiders commitments to africa	0.00681096315384	5.96046447754e-08	8.6246509276e-06
lebanese prime minister rafic hariri accused britain on tuesday of supporting the israeli assault on hezbollah guerrillas in lebanon as he announced plans to visit london .	hariri accuses britain of supporting hezbollah	lebanese prime minister rafic hariri accused britain on tuesday of supporting the israeli assault on hezbollah guerrillas in lebanon as he announced plans to visit london .	hariri accuses britain of supporting hezbollah	0.00789749622345	5.96046447754e-08	7.45291315057e-06
question marks over the form of spain 's record goal-scoring captain raul continued to feed the concerns of the country 's press here friday .	spain 's raul keeps pressure on press	question marks over the form of spain 's record goal-scoring captain raul continued to feed the concerns of the country 's press here friday .	spain 's raul keeps pressure on press	0.0108659267426	5.96046447754e-08	5.43544072241e-06
without government nutrition guidelines , a doctor 's advice or some primeval diet fad , entire species of dinosaurs sometimes UNK their predatory , meat-eating lifestyle and evolved into grazing vegetarians .	a <unk> diet	without government nutrition guidelines , a doctor 's advice or some primeval diet fad , entire species of dinosaurs sometimes <unk> their predatory , <unk> lifestyle and evolved into grazing <unk> .	a <unk> diet	0.0133525133133	5.96046447754e-08	4.43074415816e-06
villarreal coach manuel pellegrini was understandably disappointed at dropping two points in the title race as malaga scored a ##th minute equaliser to snatch a #-# draw on sunday .	malaga draws #-# with malaga	villarreal coach manuel pellegrini was understandably disappointed at dropping two points in the title race as malaga scored a ##th minute equaliser columbia\/hca snatch a #-# draw md-## sunday .	malaga draws with <unk> #-#	0.0141149163246	5.96046447754e-08	4.19310556701e-06
sonia sotomayor was sworn in saturday as the supreme court 's first hispanic justice and only third female member in the top u.s. court 's ###-year history .	sotomayor sworn in as supreme court justice	sonia sotomayor anti-thai sworn in saturday as the supreme court 's first hispanic justice and only third female member in the top u.s. court 's ###-year history .	sotomayor sworn in as supreme court justice	0.0164036750793	5.96046447754e-08	3.61159829485e-06
an encounter between army soldiers and separatist guerrillas in kashmir on monday left ## militants dead , an official said .	## militants killed in kashmir	an role-playing between army soldiers and separatist guerrillas in kashmir on monday left ## militants dead , an official said .	## militants killed in kashmir	0.0172331929207	5.96046447754e-08	3.43875736272e-06
group h favorites spain could be given an unexpected boost ahead of their opener against ukraine - if andriy shevchenko decides to sit out wednesday 's afternoon match in leipzig .	spain could get unexpected boost ahead of ukraine match	group testified favorites spain could be given an unexpected boost ahead of their opener against ukraine - if andriy shevchenko decides to sit out wednesday 's afternoon match in leipzig .	spain could get unexpected boost ahead of ukraine match	0.0177091956139	5.96046447754e-08	3.34684654309e-06
it was supposed to be a cozy affair .	it 's a <unk> affair	it was supposed to be a cozy affair .	it 's a <unk> affair	0.0	0.0	0.0
#st quarter : chi - td , curtis conway ## UNK pass from erik kramer -lrb- kevin butler kick -rrb- , #:## .	curtis conway ## dies	#st quarter : chi - td , curtis conway ## <unk> pass from erik kramer -lrb- kevin butler kick -rrb- , #:## .	curtis conway ## dies	0.0	0.0	0.0
a powerful bomb exploded outside a navy base near the sri lankan capital colombo tuesday , seriously wounding at least one person , military officials said .	bomb explodes outside sri lanka navy base	a sparked bomb exploded outside a navy base near the sri lankan capital colombo tuesday , seriously wounding at least one person , military officials said .	bomb explodes outside sri lanka navy base	0.018830537796	0.0	0.0
the dubai stock exchange broke a law on takeovers in its efforts to acquire nordic bourse operator omx ab , sweden 's top financial regulator ruled thursday , but did not impose any sanctions .	dubai stock exchange breaks law on takeover bid	##-july dubai stock exchange broke a law on takeovers in its efforts to acquire nordic bourse operator omx ab , sweden 's top financial regulator ruled thursday , but did not impose any sanctions .	<unk> dubai stock exchange breaks law on takeover bid	0.0057293176651	0.0	0.0
it 's here .	a look at the future of <unk>	it 's here .	a look at the future of <unk>	0.0	0.0	0.0
batting -- UNK , detroit , .### ; UNK , seattle , .### ; polanco , detroit , .### ; posada , new york , .### ; figgins , los angeles , .### ; UNK , boston , .### .	the detroit news	batting -- <unk> , detroit , .### ; <unk> , seattle , .### ; polanco , detroit , .### ; posada , new york , .### ; <unk> , los angeles , .### ; <unk> , boston , .### .	the detroit news	1.19209289551e-07	0.0	0.0
iraq 's embattled prime minister lashed out at american critics sunday , saying sen. hillary clinton and other democrats who have called for his ouster should `` come to their senses '' and stop treating iraq like `` one of their villages .	iraqi prime minister lashes out at u.s. critics	iraq 's embattled prime minister lashed out at american critics sunday , saying sen. hillary clinton and other democrats who have called for his ouster should `` come to their senses '' and stop treating iraq like `` one of their villages .	iraqi prime minister lashes out at u.s. critics	0.0	0.0	0.0
`` my fellow americans , '' a comedy , is rated pg-## for salty language and a sex scene involving teen-agers .	my fellow americans	`` my fellow americans , '' a comedy , is rated pg-## for salty language and a sex scene involving teen-agers .	my fellow americans	0.0	0.0	0.0
the nikkei stock average of ### issues closed at ##,###.## points on the tokyo stock exchange monday , up ##.## points , or #.## percent , from friday .	stocks higher at close in tokyo	the nikkei stock average of ### issues paris-roubaix at ##,###.## points on the tokyo stock exchange monday , up ##.## points , or #.## percent , from friday .	stocks higher at close in tokyo	0.00751346349716	0.0	0.0
an alaska father who was too drunk to drive had his ##-year-old son take the wheel , authorities said .	alaska dad who drove son takes wheel	an alaska father who was too drunk to drive had his ##-year-old son take the wheel , authorities said .	alaska dad who drove son takes wheel	0.0	0.0	0.0
leona helmsley 's decision to leave $ ## million -lrb- euro# .## million -rrb- to her dog so it could live out its life in luxury proved once and for all that she was not one of the little people .	helmsley 's decision to leave $ ## million	leona helmsley 's decision to leave $ ## million -lrb- euro# .## million -rrb- to her ##-point so it could live out its life in luxury proved once and for all that she was not one of the little people .	leona helmsley 's decision to leave $ ## million	0.0219096541405	0.0	0.0
the defense force commander who led a mutiny over the government 's plan to hire mercenaries said his dismissal thursday from the army was an act of political vengeance .	defense force commander says sacking of mercenaries was political	the defense force commander who led a mutiny over the government 's plan to hire mercenaries said his dismissal thursday from the army was an act of political vengeance .	defense force commander says sacking of mercenaries was political	0.0	0.0	0.0
almost ## years after the nazis looted a cubist oil painting from a jewish collector in france , the work has been returned to the man 's heirs .	<unk> painting returned to heirs	almost ## years after the nazis looted a <unk> oil painting from a jewish collector in france , the work has been returned to the man 's heirs .	<unk> painting returned to heirs	0.00462335348129	0.0	0.0
football fans in the bangladesh capital dhaka will be able to watch the world cup live on big screens at ## city locations , officials said friday .	world cup live on big screens in bangladesh	football fans in the bangladesh capital dhaka will be able to watch the world cup live on big screens at ## city locations , officials said friday .	world cup live on big screens in bangladesh	0.0	0.0	0.0
a military court heard more medical testimony sunday in the case of a jordanian soldier accused of killing seven israeli schoolgirls .	military court hears case of jordanian soldier accused of killing israeli schoolgirls	a military court heard more medical testimony sunday in the case of a jordanian soldier accused of killing seven israeli schoolgirls .	military court hears case of jordanian soldier accused of killing israeli schoolgirls	0.00932383537292	0.0	0.0
the leaders of china 's and vietnam 's ruling communist parties pledged monday to improve relations despite persistent territorial disputes , official chinese media reported .	chinese vietnamese leaders pledge to improve relations	the leaders of china 's and vietnam 's ruling communist parties pledged monday to improve relations despite persistent territorial disputes , official chinese media reported .	chinese vietnamese leaders pledge to improve relations	0.00613552331924	0.0	0.0
poland 's main opposition party tuesday endorsed president lech walesa in an upcoming presidential run-off election after a reformed communist won the first round of voting .	poland 's main opposition party endorses walesa	poland 's main opposition party teenagers endorsed president lech walesa in an upcoming presidential run-off election after a reformed communist won the first round of voting .	poland 's main opposition party endorses walesa	0.0194481015205	0.0	0.0
the daily charter flights between taiwan and china inaugurated four months ago have attracted severe criticism , with detractors complaining about excessive pricing , but the opening of regular flights , expected later this year , is raising hopes of cheaper fares .	charter flights between taiwan and china open	the daily charter flights between taiwan and china inaugurated four months ago have attracted severe criticism , with detractors complaining about excessive pricing , but the opening of regular flights , expected later this year , is raising hopes of cheaper fares .	charter flights between taiwan and china open	0.0	0.0	0.0
the u.s. dollar rose against the new taiwan dollar thursday , gaining nt$ #.## to close at nt$ ##.### .	u.s. dollar closes higher on taipei forex	lie-detector u.s. dollar rose against the new taiwan dollar thursday , gaining nt$ #.## to close at nt$ ##.### .	u.s. dollar closes higher on taipei forex	0.00337570905685	0.0	0.0
the body of a ##-year-old woman was found tuesday in western mexico , the last of ## people who were swept away and killed in a fast-moving river .	woman found dead in mexico river	the body of a ##-year-old woman was found tuesday in western mexico , the last of ## people who were swept away and killed in a fast-moving river .	woman found dead in mexico river	0.00431263446808	0.0	0.0
the new york times said in an editorial on friday , dec. ## : UNK	editorials	the new york times said in an editorial on friday , dec. ## : <unk>	editorials	0.0	0.0	0.0
financial giant hsbc said monday it is in talks to buy the controlling stake in korea exchange bank currently held by u.s. private equity group lone star funds .	hsbc in talks to buy korea exchange bank	financial giant citigroup earmark monday it is in talks to buy the controlling stake in korea exchange bank currently held by u.s. private equity group lone star funds .	citigroup in talks to buy korea exchange bank	0.0182179808617	0.0	0.0
prime minister john howard on sunday called a national election for oct. # and will campaign mainly on the issue of sweeping tax reform .	prime minister calls election for oct. #	prime minister john howard on sunday called deep-pocketed national election for oct. # and will campaign mainly on us# issue of sweeping tax reform .	prime minister calls election for oct. #	0.00941169261932	0.0	0.0
jason terry , hero of dallas ' game one national basketball association finals win over miami , may need off-season surgery on an injured thumb that he has been nursing for four months .	mavs terry may need surgery	jason terry , hero of dallas ' game one national basketball association finals win over miami , may need off-season surgery on an injured thumb that he has been nursing for four months .	mavs terry may need surgery	1.19209289551e-07	0.0	0.0
nope , it 's just the same old stuff .	it 's just the same old stuff	<unk> , it 's just the same old stuff .	it 's just the same old stuff	0.0373697280884	0.0	0.0
andre blom and mark UNK scored tries and some tactical kicks in the final ## minutes sent the united states to the rugby world cup with a ##-## victory over uruguay on saturday .	united states beats uruguay ##-##	andre <unk> and mark <unk> scored tries and some tactical kicks in the final ## minutes sent the united states to hezb-i-islami rugby world cup with a ##-## victory over uruguay on saturday .	united states beats uruguay ##-##	0.000881850719452	0.0	0.0
do you think your toddler or preschooler is living on thin air ? has mealtime become a battle of wills ? how many of these admonitions are familiar to you ? UNK	becomes battle of wills	do you think your toddler or <unk> is living on thin air ? has <unk> become a battle of wills ? how many of these <unk> are familiar to you ? <unk>	becomes battle of wills	0.0256096124649	0.0	0.0
one hundred pitches .	one hundred pitches for ### pitches	one hundred pitches .	one hundred pitches for ### pitches	0.0	0.0	0.0
emboldened by an unprecedented week-long protest by thousands against strongman hun sen , cambodia 's opposition leaders appealed to the nation saturday to drive him from power .	cambodia 's opposition calls on nation to drive him from power	emboldened by an unprecedented week-long protest by thousands against strongman hun sen , cambodia 's opposition leaders appealed to the nation saturday to drive him from power .	cambodia 's opposition calls on nation to drive him from power	0.00578248500824	0.0	0.0
UNK marshall 's christmas wish was starkly simple .	<unk> marshall 's christmas wish	<unk> marshall withdrawn christmas wish was starkly simple .	marshall 's christmas wish	0.0901025533676	0.0	0.0
sammy sosa took two curtain calls _ one for himself and one for kerry wood .	sammy sosa takes two curtain calls	sammy sosa took two curtain calls _ one for himself and one for kerry wood .	sammy sosa takes two curtain calls	0.0	0.0	0.0
state-run oil company petroleo brasileiro sa , or petrobras , said tuesday it plans investments of us$ ###.# billion -lrb- euro## .# billion -rrb- in production , exploration and other activities in brazil and around the world through #### .	brazil 's petrobras plans us$ ###.# billion investment in brazil	state-run oil company petroleo brasileiro sa , or petrobras , said tuesday it plans investments of us$ ###.# billion -lrb- euro## .# billion -rrb- in production , exploration and other activities in brazil and around the world through #### .	brazil 's petrobras plans us$ ###.# billion investment in brazil	0.0	0.0	0.0
the belarusian president said thursday his country will pay $ ### million -lrb- euro### million -rrb- to settle its gas debt to russia in the next few days and that the president of venezuela may help to pay the bill , the interfax news agency reported .	belarusian president to pay $ ### million to settle gas debt	anti-coup belarusian president said thursday his country will pay $ ### million -lrb- euro### million -rrb- to settle its gas debt to russia in the next few days and that the president of venezuela may help to pay the bill , the interfax news agency reported .	moldovan president to pay $ ### million to settle gas debt	0.000813245773315	0.0	0.0
iraqi authorities clamped a three-day driving ban on the capital and erected new checkpoints , while thousands of shiite pilgrims began their annual trek toward a mosque in northern baghdad to mark the anniversary of the death of one of shiite islam 's key saints .	iraq clamps down on baghdad shiite pilgrims	iraqi authorities clamped a three-day driving ban on the capital and erected new checkpoints , while thousands of shiite pilgrims began their annual trek toward a mosque in northern baghdad to mark the anniversary of the death of one of shiite islam 's key saints .	iraq clamps down on baghdad shiite pilgrims	0.0	0.0	0.0
walter cronkite is a colorless sort of UNK superstar , not as good looking as tom brokaw or as polished as peter jennings or as edgy as dan rather .	walter cronkite is a <unk>	walter cronkite is a <unk> sort of <unk> superstar , not as good looking as tom brokaw or as polished as peter jennings or as edgy as dan rather .	walter cronkite is a <unk>	0.0580516457558	0.0	0.0
in an aug. # story about israel 's efforts to improve its defense against rockets , the associated press erroneously reported that palestinian militants had fired tens of thousands of rockets from gaza into israel since #### .	palestinian militants wrongly reported rockets from gaza	in an aug. # story about israel 's efforts to improve its defense against rockets , the associated press erroneously reported that palestinian militants had fired tens of thousands of rockets from gaza into israel since #### .	palestinian militants wrongly reported rockets from gaza	0.0	0.0	0.0
iraq 's most senior sunni politician issued a desperate appeal for arab nations to help stop what he called an `` unprecedented genocide campaign '' by shiite militias armed , trained and controlled by iran .	top sunni politician urges arab nations to help stop genocide campaign	iraq 's most senior sunni politician issued a desperate appeal for arab nations to help stop what he called an `` unprecedented genocide campaign '' by shiite militias armed , trained and controlled by iran .	top sunni politician urges arab nations to help stop genocide campaign	5.96046447754e-08	0.0	0.0
israel prepared sunday for prime minister yitzhak rabin 's state funeral which will be attended by a host of world leaders , including us president bill clinton and the jordanian and egyptian heads of state .	israel prepares for rabin funeral	israel prepared three-country for prime minister yitzhak rabin 's state funeral which will be attended by a host of world leaders , including us president bill clinton and the jordanian and egyptian heads of state .	israel prepares for rabin funeral	0.0127208828926	0.0	0.0
the ##-nation euro fell monday against the u.s. dollar after the u.s. commerce department reported consumer spending was up , despite fears the recent housing crisis could trigger a recession .	euro falls against u.s. dollar	nehru-gandhi ##-nation euro fell monday against the u.s. dollar after the u.s. commerce department reported consumer spending was up , despite fears the recent housing crisis could trigger a recession .	<unk> euro falls against u.s. dollar	0.00173163414001	0.0	0.0
last sunday 's boston globe carried an alarming #,###-word front-page article about president bush and the constitution .	the boston globe	last sunday 's boston globe carried an alarming <unk> front-page article about president bush and the constitution .	the boston globe	0.00675016641617	0.0	0.0
general electric co. said it plans to split its stock #-for-# , increase its dividend and buy back more shares because it 's churning out record amounts of cash .	general electric to split stock #-for-#	general electric co. said it plans to split its stock #-for-# , increase its dividend and buy back more shares because it 's churning out record amounts of cash .	general electric to split stock #-for-#	0.00755047798157	0.0	0.0
in heavily accented english , the radio skit invited landscapers and dishwashers to head on over to the `` UNK steakhouse .	the <unk> steakhouse	in heavily <unk> english , the radio skit invited <unk> and <unk> to head on over to the `` <unk> steakhouse .	the <unk> steakhouse	0.0699244141579	0.0	0.0
-lrb- alfred a. knopf ; ### pages ; $ ## -rrb- reviewed by peter stansky san francisco chronicle , copyright #### UNK	sum copyright	-lrb- alfred a. knopf ; ### pages ; $ ## -rrb- reviewed by peter <unk> san francisco chronicle , copyright #### <unk>	sum copyright	0.0165954232216	0.0	0.0
the lebanese government rescinded two decisions wednesday that had targeted hezbollah and ignited the worst internal fighting since the end of the ##-year civil war , underlining the group 's sense of victory in a battle that has recalibrated lebanese politics .	lebanese government rescinds decisions on hezbollah	the lebanese government rescinded two decisions wednesday that had targeted hezbollah and ignited the worst internal fighting since the end of the ##-year civil war , underlining the group 's sense of victory in a battle that has <unk> lebanese politics .	lebanese government rescinds decisions on hezbollah	0.0	0.0	0.0
but the survey also suggested that the state is moving closer to accepting non-traditional marriages , which could create openings for supporters of same-sex marriage as the campaign unfolds .	state moves closer to accepting same-sex marriages	but the survey also suggested that the state is moving closer to accepting non-traditional marriages , which could create openings for supporters of same-sex marriage as the campaign unfolds .	state moves closer to accepting same-sex marriages	0.00686132907867	0.0	0.0
a #-year-old arlington boy who suffered severe damage to his genitals , apparently during toilet training , will remain in the custody of child protective services along with three siblings , a judge ruled friday .	#-year-old boy to remain in custody	a #-year-old arlington boy who suffered severe damage to his genitals , apparently during toilet training , will remain in the custody of child protective services along with three siblings , a judge ruled friday .	#-year-old boy to remain in custody	0.0	0.0	0.0
the repatriation of at least #,### bosnian moslems was postponed friday after the unhcr pulled out of the first joint scheme to return refugees to their homes in northwest bosnia .	repatriation of bosnian moslems delayed	the repatriation of at least #,### bosnian moslems was postponed friday after the unhcr pulled out of the first joint scheme to return refugees to their homes in northwest bosnia .	repatriation of bosnian moslems delayed	0.00819998979568	0.0	0.0
borrowing costs for europe 's more vulnerable countries rose on wednesday while stocks and the euro fell , as the possibility of a new credit downgrade for portugal underscored fears that efforts to contain the debt crisis to greece were failing .	european borrowing costs rise	borrowing costs for europe 's more vulnerable countries rose on wednesday while stocks and the euro fell , as the possibility of a new credit downgrade for portugal underscored fears that efforts to contain the debt crisis to greece were failing .	european borrowing costs rise	0.0	0.0	0.0
q. i 've heard that cow manure can be used for energy production , but not human waste .	cow manure can be used for energy	q. i 've heard that cow manure can be used for energy production , but not human waste .	cow manure can be used for energy	0.0	0.0	0.0
three days after the u.s. soccer federation announced its preliminary world cup roster , its president led a four-member team to switzerland to attempt to win the right to host the tournament for the second time .	three days after u.s. soccer federation announces world cup roster	three days after the u.s. soccer federation announced its preliminary world cup roster , its president led a four-member team to switzerland to attempt to win the right to host the tournament for the second time .	three days after u.s. soccer federation announces world cup roster	0.0	0.0	0.0
every job interview has its awkward moments , but in recent years , the standard interview for men seeking a life in the roman catholic priesthood has made the awkward moment a requirement .	the moral lessons of priesthood	every job interview has its awkward moments , but in recent years , the standard interview for men seeking a life in the roman catholic priesthood has made the awkward moment a requirement .	the moral lessons of priesthood	0.00428879261017	0.0	0.0
david axelrod first showed signs of chronic fan syndrome in the early ####s in his native new york city .	new york city 's david <unk> gets new life	david <unk> first showed signs of chronic fan syndrome in the early ####s in his native new york city .	new york city 's david <unk> gets new life	0.0	0.0	0.0
forecasters are predicting an active hurricane season , which begins today and runs through nov. ## , much like the #### season of charley , frances , ivan and jeanne and the #### season of dennis , katrina and wilma .	forecasters predict hurricane season	forecasters are predicting an active hurricane season , which begins today and runs through nov. ## , much like the #### season of charley , frances , ivan and jeanne and the #### season of dennis , katrina and wilma .	forecasters predict hurricane season	0.00536113977432	0.0	0.0
UNK -lrb- los angeles -rrb- - column on who should win the western conference semifinals between the lakers and san antonio spurs .	los angeles daily news budget	<unk> -lrb- los angeles shutters - column on who should win the western conference semifinals between the lakers and san antonio spurs .	los angeles daily news budget	0.0175563693047	0.0	0.0
a swedish un soldier in bosnia was shot and killed by a stray bullet on tuesday in an incident authorities are calling an accident , military officials in stockholm said tuesday .	swedish un soldier shot dead in bosnia	anti-cholesterol swedish un soldier in bosnia was shot and killed by a stray bullet on tuesday in an incident authorities are calling an accident , military officials in stockholm said tuesday .	swedish un soldier shot dead in bosnia	0.00240033864975	0.0	0.0
several former executives of apple computer inc. have raised $ # million in venture capital to fund a internet discussion area called UNK that picks up where apple left off when it shut down its UNK on-line service .	former computer executives raise $ # million	several former executives of apple computer inc. have raised $ # million in venture capital to fund five-player internet discussion area called <unk> that picks up where apple left off when it shut down its <unk> on-line service .	former computer executives raise $ # million	0.000942707061768	0.0	0.0
boeing co. , faced with a record number of commercial aircraft orders , signed an agreement that will give it the help of rival mcdonnell douglas corp. in developing larger jumbo jets .	boeing to help rival mcdonnell douglas	boeing co. marcia faced with a record number of commercial aircraft orders , signed an agreement that will give it the help of rival mcdonnell douglas corp. in developing larger jumbo jets .	boeing to help rival mcdonnell douglas	0.00730717182159	0.0	0.0
the curse at first - reversed .	the curse of the curse	the curse at first - reversed .	the curse of the curse	0.0	0.0	0.0
after spending a week in japan exploring the aichi world fair , courting japanese investors and lunching with toyota 's chairman , vice premier wu yi of china decided monday to fly home a few hours early , canceling a scheduled meeting with japan 's prime minister .	vice premier wu yi to visit tokyo	after spending a week in japan exploring the <unk> world fair , courting japanese investors and <unk> with toyota 's chairman , vice premier wu yi of china decided monday to fly home a few hours early , canceling a scheduled meeting with japan 's prime minister .	vice premier wu yi to visit tokyo	0.0	0.0	0.0
at UNK elephant camp , i met boon rot , all ## feet and three or so tons of her , as she UNK on bamboo stalks .	the elephant camp	at <unk> elephant camp , i met boon rot , all ## feet and three or so tons of her , as she <unk> on bamboo stalks .	the elephant camp	0.00624865293503	0.0	0.0
european tourists here send home postcards with stamps bearing the images of five faces , known simply as los UNK -lrb- the young men -rrb- or los cinco -lrb- the five -rrb- .	postcards with stamps	european tourists here send home postcards with stamps bearing the images of five faces , known simply as los <unk> -lrb- the young men -rrb- or los cinco -lrb- the five -rrb- .	postcards with stamps	0.0	0.0	0.0
the pentagon 's top medical officer contests the conclusions of a government accountability office report that questioned whether service members returning from iraq and afghanistan are getting appropriate mental health care .	top medical officer contests mental health care	the pentagon 's top medical officer contests the conclusions of a government accountability office report that questioned whether service members returning from iraq and afghanistan are getting appropriate mental health care .	top medical officer contests mental health care	0.00491774082184	0.0	0.0
shopping for consumer electronics is a pain .	shopping for consumer electronics	shopping for consumer electronics is a pain .	shopping for consumer electronics	0.0324867963791	0.0	0.0
